ANON_ID,Birthdate,Gen,Eth_2122,Fluency_2122,SpEd_2122,Grade_2122,AttRate_2122,DaysEnr_2122,DaysAbs_2122,Susp_2122,CurrWeightedTotGPA_2122,SED_2122,School Name,Zip_2122
36836,2015-12-20,M,Not Reported,EL,Special Ed,0,0.9059,85.0,8.0,,,Not SED,MLK,
36850,2013-10-31,M,Asian,EL,Special Ed,2,0.883,94.0,11.0,,,Not SED,MLK,
37123,2014-01-17,M,African American,EO,Not Special Ed,2,0.7611,180.0,43.0,,,SED,MLK,
37193,2013-12-20,F,African American,EO,Not Special Ed,2,0.7222,180.0,50.0,,,SED,MLK,
37963,2015-09-28,M,African American,EO,Not Special Ed,0,0.6753,154.0,50.0,,,SED,MLK,
38013,2012-10-10,M,African American,EO,Not Special Ed,3,0.6913,149.0,46.0,,,SED,MLK,
38014,2014-01-16,F,African American,EO,Not Special Ed,2,0.9222,180.0,14.0,,,SED,MLK,
38023,2010-11-02,M,African American,EO,Not Special Ed,5,0.8961,154.0,16.0,,,SED,MLK,
38197,2014-04-15,M,African American,EO,Special Ed,2,0.7167,180.0,51.0,,,SED,MLK,
38228,2016-05-11,M,Latino,EO,Special Ed,0,0.95,180.0,9.0,1.0,,SED,MLK,
38400,2012-08-30,M,African American,EO,Special Ed,4,0.85,180.0,27.0,,,SED,MLK,
38765,2015-01-05,M,African American,EO,Not Special Ed,1,0.6889,180.0,56.0,,,SED,MLK,
38859,2013-10-21,F,African American,EO,Not Special Ed,2,0.7444,180.0,46.0,,,SED,MLK,
38967,2015-12-28,M,Asian,EL,Special Ed,0,0.9333,180.0,12.0,,,SED,MLK,
39538,2014-09-18,M,Asian,EL,Special Ed,1,0.9609,179.0,7.0,,,SED,MLK,
41506,2016-07-19,M,African American,EO,Not Special Ed,0,0.2727,22.0,16.0,,,SED,MLK,
42258,2013-11-20,M,African American,EO,Special Ed,2,0.2857,84.0,60.0,,,SED,MLK,
42268,2014-03-25,M,African American,EO,Not Special Ed,2,0.9333,180.0,12.0,,,SED,MLK,
42406,2013-01-19,M,African American,EO,Not Special Ed,3,0.9706,34.0,1.0,,,SED,MLK,
42778,2013-07-26,M,African American,EO,Special Ed,2,0.9611,180.0,7.0,,,SED,MLK,
42957,2013-11-25,M,African American,EO,Not Special Ed,2,0.9167,180.0,15.0,,,SED,MLK,
43276,2011-05-31,M,Asian,EL,Not Special Ed,5,0.3729,59.0,37.0,,,SED,MLK,
43525,2011-07-06,M,African American,EO,Not Special Ed,5,0.6222,180.0,68.0,,,SED,MLK,
43540,2012-09-12,F,African American,EO,Not Special Ed,4,0.5932,118.0,48.0,,,SED,MLK,
43550,2015-04-01,M,African American,EO,Not Special Ed,1,0.9389,180.0,11.0,,,SED,MLK,
43599,2012-11-27,M,African American,EO,Not Special Ed,3,0.9611,180.0,7.0,,,SED,MLK,
43603,2015-03-17,M,African American,EO,Not Special Ed,1,0.9611,180.0,7.0,,,SED,MLK,
43814,2012-11-27,M,African American,EO,Not Special Ed,3,0.9611,180.0,7.0,,,SED,MLK,
44708,2011-03-11,F,Asian,EL,Not Special Ed,4,0.9,180.0,18.0,,,SED,MLK,
45249,2011-09-12,M,African American,EO,Not Special Ed,4,0.8333,180.0,30.0,,,SED,MLK,
45448,2016-07-24,F,Not Reported,EO,Not Special Ed,0,0.9056,180.0,17.0,,,SED,MLK,
45620,2010-12-04,F,African American,EO,Special Ed,5,0.6503,163.0,57.0,,,SED,MLK,
45633,2015-12-25,F,African American,EO,Not Special Ed,0,0.8889,180.0,20.0,,,SED,MLK,
45814,2011-08-06,M,African American,EO,Special Ed,5,0.8611,180.0,25.0,,,SED,MLK,
46004,2011-04-07,M,African American,EO,Special Ed,4,0.8556,180.0,26.0,1.0,,SED,MLK,
46060,2011-12-22,F,African American,EO,Not Special Ed,4,0.7389,180.0,47.0,1.0,,SED,MLK,
46136,2010-11-19,F,Latino,EL,Special Ed,5,0.9278,180.0,13.0,,,SED,MLK,
46153,2010-11-19,F,Latino,EL,Not Special Ed,5,0.9389,180.0,11.0,,,SED,MLK,
46217,2013-06-20,M,Latino,EL,Special Ed,3,0.9111,180.0,16.0,,,SED,MLK,
46414,2011-06-26,F,Latino,EL,Not Special Ed,5,0.8389,180.0,29.0,,,SED,MLK,
47900,2016-02-28,F,African American,EO,Not Special Ed,0,0.8722,180.0,23.0,,,SED,MLK,
47944,2015-08-27,M,Not Reported,EO,Not Special Ed,1,0.7381,84.0,22.0,,,SED,MLK,
48456,2016-09-26,M,White,EO,Not Special Ed,-1,0.65,180.0,63.0,,,SED,MLK,
48481,2015-11-21,F,Asian,EL,Not Special Ed,0,0.7389,180.0,47.0,,,SED,MLK,
48587,2012-04-29,M,Asian,EL,Special Ed,4,0.9,180.0,18.0,,,SED,MLK,
48625,2016-08-26,F,African American,EL,Not Special Ed,0,0.8944,180.0,19.0,,,SED,MLK,
48626,2013-02-02,F,White,EL,Not Special Ed,3,0.9333,180.0,12.0,,,SED,MLK,
48654,2014-09-27,M,White,EL,Special Ed,1,0.7189,153.0,43.0,,,SED,MLK,
48659,2012-12-28,F,White,EL,Not Special Ed,3,1.0,17.0,0.0,,,SED,MLK,
48660,2011-11-19,M,White,EL,Not Special Ed,4,0.7189,153.0,43.0,,,SED,MLK,
49123,2016-04-18,M,African American,EO,Not Special Ed,0,0.8,180.0,36.0,,,SED,MLK,
49147,2012-02-23,F,African American,EO,Not Special Ed,4,0.5833,180.0,75.0,,,SED,MLK,
49196,2016-10-23,M,African American,EO,Not Special Ed,-1,0.8263,167.0,29.0,,,SED,MLK,
49248,2014-11-25,F,African American,EO,Not Special Ed,1,0.8611,180.0,25.0,,,SED,MLK,
49647,2013-08-18,M,African American,EO,Special Ed,2,0.9568,116.0,5.0,,,SED,MLK,
49724,2011-03-13,F,Latino,EL,Not Special Ed,5,0.6928,166.0,51.0,,,SED,MLK,
49892,2014-10-14,M,African American,EO,Not Special Ed,1,0.9667,180.0,6.0,,,SED,MLK,
50033,2016-06-17,M,White,EO,Not Special Ed,0,0.6928,140.0,43.0,,,SED,MLK,
50078,2012-04-23,M,African American,EO,Not Special Ed,4,0.9222,180.0,14.0,,,SED,MLK,
50081,2015-10-10,M,African American,EO,Not Special Ed,0,0.7611,180.0,43.0,,,SED,MLK,
50348,2016-06-23,M,Latino,EL,Special Ed,0,0.5167,180.0,87.0,,,SED,MLK,
50572,2016-04-26,M,Not Reported,EL,Not Special Ed,0,0.8778,180.0,22.0,,,SED,MLK,
50651,2016-09-22,M,African American,EL,Not Special Ed,-1,0.9146,82.0,7.0,,,SED,MLK,
50665,2013-11-07,F,Asian,EL,Not Special Ed,2,0.8778,180.0,22.0,,,SED,MLK,
50938,2017-02-13,M,White,EO,Not Special Ed,-1,0.8441,154.0,24.0,,,SED,MLK,
50943,2011-03-19,F,White,EL,Special Ed,5,0.9493,158.0,8.0,,,SED,MLK,
50955,2016-01-06,F,White,EO,Not Special Ed,0,0.924,158.0,12.0,,,SED,MLK,
50958,2014-03-23,M,White,Unknown,Not Special Ed,1,0.9063,64.0,6.0,,,Not SED,MLK,
51287,2012-04-02,F,African American,EO,Not Special Ed,3,0.245,151.0,114.0,,,SED,MLK,
52187,2014-07-08,M,Latino,EO,Special Ed,2,0.7556,180.0,44.0,,,SED,MLK,
52283,2012-03-02,M,Latino,EL,Not Special Ed,4,0.28,25.0,18.0,,,Not SED,MLK,
52286,2012-03-02,M,Latino,EL,Not Special Ed,4,0.28,25.0,18.0,,,Not SED,MLK,
52425,2012-02-15,F,African American,EO,Not Special Ed,4,0.7722,180.0,41.0,,,SED,MLK,
52873,2015-06-08,F,African American,EO,Not Special Ed,1,0.9706,34.0,1.0,,,SED,MLK,
53703,2015-04-15,F,White,IFEP,Not Special Ed,1,0.8571,133.0,19.0,,,SED,MLK,
53776,2015-02-21,M,Latino,EO,Special Ed,1,0.75,180.0,45.0,,,SED,MLK,
55080,2015-10-07,F,African American,EO,Not Special Ed,0,0.3076,169.0,117.0,,,SED,MLK,
55094,2016-10-03,M,African American,EO,Not Special Ed,-1,0.3229,161.0,109.0,,,SED,MLK,
55098,2016-10-03,F,African American,EO,Not Special Ed,-1,0.3291,161.0,108.0,,,SED,MLK,
55361,2011-02-21,M,African American,EO,Not Special Ed,4,0.8889,18.0,2.0,,,SED,MLK,
55605,2014-11-10,M,African American,EO,Special Ed,1,0.8,180.0,36.0,,,SED,MLK,
55924,2012-04-19,M,Latino,EL,Special Ed,4,0.8611,180.0,25.0,,,SED,MLK,
56746,2016-08-10,F,Not Reported,EO,Not Special Ed,0,0.973,74.0,2.0,,,Not SED,MLK,
57011,2013-12-31,F,Asian,EL,Special Ed,2,0.9444,180.0,10.0,,,SED,MLK,
57357,2012-11-08,M,African American,EO,Not Special Ed,3,0.9389,180.0,11.0,,,SED,MLK,
57358,2012-11-08,F,African American,EO,Not Special Ed,3,0.9389,180.0,11.0,,,SED,MLK,
57359,2014-12-24,F,Not Reported,EO,Not Special Ed,1,0.9389,180.0,11.0,,,SED,MLK,
57374,2013-07-03,F,African American,EO,Not Special Ed,3,0.6806,72.0,23.0,,,SED,MLK,
58057,2015-03-25,M,African American,EO,Not Special Ed,0,0.764,178.0,42.0,,,SED,MLK,
58096,2013-06-08,M,African American,EO,Not Special Ed,3,0.8167,180.0,33.0,,,SED,MLK,
58098,2011-06-25,M,African American,EO,Special Ed,4,0.8111,180.0,34.0,,,SED,MLK,
58366,2013-07-31,M,African American,EO,Special Ed,2,0.8889,180.0,20.0,,,SED,MLK,
58543,2014-12-07,M,Asian,EL,Not Special Ed,1,0.7534,73.0,18.0,,,SED,MLK,
58545,2011-03-03,M,White,EL,Not Special Ed,5,0.8333,60.0,10.0,,,SED,MLK,
59356,2011-08-27,M,Latino,EL,Special Ed,5,0.8,180.0,36.0,,,SED,MLK,
60527,2011-02-21,M,Multiple Ethnicity,EO,Not Special Ed,5,0.7867,75.0,16.0,1.0,,Not SED,MLK,
60528,2011-02-21,M,Multiple Ethnicity,EO,Not Special Ed,5,0.7867,75.0,16.0,1.0,,Not SED,MLK,
60921,2011-06-17,F,African American,EO,Not Special Ed,5,0.8778,180.0,22.0,,,SED,MLK,
60924,2012-11-21,M,African American,EO,Not Special Ed,3,0.9222,180.0,14.0,,,SED,MLK,
61606,2010-06-08,F,African American,EO,Not Special Ed,5,0.4889,180.0,92.0,,,SED,MLK,
62621,2016-04-04,F,African American,EO,Special Ed,0,0.9222,180.0,14.0,,,SED,MLK,
63178,2013-10-22,F,African American,EO,Not Special Ed,2,0.5,180.0,90.0,,,SED,MLK,
63287,2016-02-24,M,African American,EO,Special Ed,0,0.7389,180.0,47.0,,,SED,MLK,
63289,2016-02-24,M,African American,EO,Special Ed,0,0.7389,180.0,47.0,,,SED,MLK,
63540,2013-03-06,M,Latino,EL,Not Special Ed,3,0.8889,72.0,8.0,,,Not SED,MLK,
63664,2014-01-20,M,African American,EO,Not Special Ed,2,0.5092,163.0,80.0,,,SED,MLK,
63677,2013-11-29,F,African American,EO,Not Special Ed,2,0.8111,180.0,34.0,,,SED,MLK,
63745,2013-08-17,M,White,EL,Not Special Ed,3,0.7059,119.0,35.0,,,SED,MLK,
63788,2012-01-28,F,Not Reported,EL,Not Special Ed,4,0.9444,180.0,10.0,,,SED,MLK,
63791,2014-10-06,F,White,EL,Not Special Ed,0,0.9722,180.0,5.0,,,SED,MLK,
64002,2016-09-30,F,White,EL,Not Special Ed,-1,0.6131,168.0,65.0,,,SED,MLK,
64022,2015-06-18,M,White,EL,Not Special Ed,1,0.7558,172.0,42.0,,,SED,MLK,
64474,2012-08-16,M,Latino,EO,Not Special Ed,4,0.9111,180.0,16.0,,,SED,MLK,
64508,2011-11-02,F,Asian,EL,Not Special Ed,4,0.8848,165.0,19.0,,,SED,MLK,
64658,2015-09-22,F,White,EL,Not Special Ed,0,0.8424,165.0,26.0,,,SED,MLK,
64813,2012-10-03,M,African American,EO,Not Special Ed,3,0.9722,180.0,5.0,,,SED,MLK,
65874,2013-10-18,F,Asian,RFEP,Not Special Ed,2,0.9056,180.0,17.0,,,SED,MLK,
66089,2011-05-25,F,African American,EO,Special Ed,5,0.8556,180.0,26.0,,,SED,MLK,
66651,2014-12-29,F,White,EL,Not Special Ed,1,0.9134,127.0,11.0,,,SED,MLK,
66848,2016-09-16,M,Asian,EO,Not Special Ed,-1,0.85,180.0,27.0,,,SED,MLK,
66928,2014-05-11,M,African American,EO,Not Special Ed,2,0.7,180.0,54.0,,,SED,MLK,
67238,2015-01-22,M,African American,EO,Special Ed,1,0.4775,178.0,93.0,,,SED,MLK,
67323,2013-07-20,M,Not Reported,EO,Not Special Ed,3,0.9778,180.0,4.0,,,SED,MLK,
67351,2012-08-28,M,African American,EO,Special Ed,3,0.9167,180.0,15.0,,,SED,MLK,
67535,2011-07-30,M,African American,EO,Not Special Ed,5,0.8111,180.0,34.0,,,SED,MLK,
67913,2015-08-31,F,Not Reported,EO,Special Ed,1,0.7222,180.0,50.0,,,SED,MLK,
68081,2016-06-16,M,African American,EO,Not Special Ed,-1,0.7556,180.0,44.0,,,SED,MLK,
68589,2015-12-15,M,African American,EO,Not Special Ed,0,0.3631,179.0,114.0,,,SED,MLK,
68591,2011-05-07,M,African American,EO,Special Ed,5,0.8056,180.0,35.0,,,SED,MLK,
68769,2014-12-30,F,Native American,EO,Not Special Ed,1,0.7006,177.0,53.0,,,SED,MLK,
68770,2010-09-13,M,Pacific Islander,EO,Not Special Ed,5,0.85,180.0,27.0,,,SED,MLK,
68787,2013-12-25,F,African American,EO,Not Special Ed,2,0.9833,180.0,3.0,,,SED,MLK,
69132,2011-09-12,M,African American,EO,Not Special Ed,4,0.4556,180.0,98.0,,,SED,MLK,
69133,2011-09-12,M,African American,EO,Not Special Ed,4,0.4556,180.0,98.0,,,SED,MLK,
69233,2011-05-07,M,African American,EO,Special Ed,5,0.9278,180.0,13.0,,,SED,MLK,
69490,2011-07-11,F,African American,EO,Not Special Ed,5,0.9278,180.0,13.0,,,SED,MLK,
69570,2013-08-20,M,African American,EO,Special Ed,3,0.9833,180.0,3.0,,,SED,MLK,
70294,2010-11-08,M,Not Reported,EO,Not Special Ed,5,0.9222,180.0,14.0,,,SED,MLK,
70437,2015-07-12,M,Latino,EL,Not Special Ed,0,0.7907,172.0,36.0,,,SED,MLK,
70763,2016-04-14,M,African American,EO,Not Special Ed,0,0.8611,180.0,25.0,,,SED,MLK,
70824,2013-11-18,M,African American,EO,Not Special Ed,2,0.8389,180.0,29.0,,,SED,MLK,
70903,2014-02-27,F,African American,EO,Not Special Ed,2,0.7056,180.0,53.0,,,SED,MLK,
70940,2013-10-11,M,African American,EO,Not Special Ed,2,0.6944,180.0,55.0,,,SED,MLK,
71083,2013-06-29,F,African American,EO,Not Special Ed,3,0.5611,180.0,79.0,,,SED,MLK,
71139,2012-02-25,M,Not Reported,EO,Not Special Ed,4,0.9389,180.0,11.0,,,SED,MLK,
71140,2012-02-25,F,Not Reported,EO,Not Special Ed,4,0.9389,180.0,11.0,,,SED,MLK,
71187,2016-06-04,M,African American,EO,Not Special Ed,0,0.9056,180.0,17.0,,,SED,MLK,
72337,2016-05-05,F,African American,EL,Special Ed,0,0.8895,172.0,19.0,,,SED,MLK,
72419,2012-08-15,M,African American,EO,Not Special Ed,4,0.8778,180.0,22.0,,,SED,MLK,
72602,2013-01-23,F,African American,EO,Not Special Ed,3,0.95,180.0,9.0,,,SED,MLK,
72809,2012-12-03,F,African American,EO,Not Special Ed,3,0.9611,180.0,7.0,,,SED,MLK,
72810,2016-10-25,F,Not Reported,EO,Not Special Ed,-1,0.9444,180.0,10.0,,,SED,MLK,
72811,2016-10-25,M,Not Reported,EO,Not Special Ed,-1,0.9444,180.0,10.0,,,SED,MLK,
72812,2014-10-18,F,African American,EO,Not Special Ed,1,0.9556,180.0,8.0,,,SED,MLK,
72941,2011-07-11,M,African American,EO,Special Ed,5,0.8121,165.0,31.0,,,SED,MLK,
72942,2014-07-04,F,African American,EO,Not Special Ed,2,0.7414,147.0,38.0,,,SED,MLK,
73566,2016-07-07,F,Multiple Ethnicity,EO,Not Special Ed,0,0.8667,180.0,24.0,,,SED,MLK,
73796,2016-01-26,F,Not Reported,EO,Not Special Ed,0,0.1818,66.0,54.0,,,SED,MLK,
74352,2012-03-01,M,Latino,EL,Not Special Ed,4,0.9889,180.0,2.0,,,SED,MLK,
75119,2013-12-31,M,African American,EO,Not Special Ed,2,0.9389,180.0,11.0,,,SED,MLK,
75283,2015-07-07,M,African American,EO,Not Special Ed,0,0.9,180.0,18.0,,,SED,MLK,
75292,2015-07-07,F,African American,EO,Not Special Ed,0,0.9111,180.0,16.0,,,SED,MLK,
75802,2013-02-15,M,African American,EO,Not Special Ed,3,0.8611,180.0,25.0,,,SED,MLK,
75803,2013-02-15,M,African American,EO,Not Special Ed,3,0.8444,180.0,28.0,,,SED,MLK,
75819,2014-11-12,F,African American,EO,Not Special Ed,1,,,,,,SED,MLK,
75823,2013-06-28,F,African American,EO,Not Special Ed,3,0.4667,180.0,96.0,,,SED,MLK,
75842,2015-12-19,F,African American,EO,Not Special Ed,0,0.8045,179.0,35.0,,,SED,MLK,
75843,2014-09-29,M,African American,EO,Not Special Ed,1,0.4278,180.0,103.0,,,SED,MLK,
75867,2013-05-24,F,African American,EO,Not Special Ed,3,0.7391,161.0,42.0,,,SED,MLK,
76015,2012-07-04,F,Latino,EL,Not Special Ed,3,0.8722,180.0,23.0,,,SED,MLK,
76025,2015-08-29,F,African American,EO,Not Special Ed,1,0.8611,180.0,25.0,,,SED,MLK,
76538,2013-01-27,F,African American,EO,Not Special Ed,3,0.6944,180.0,55.0,,,SED,MLK,
76562,2012-04-24,F,African American,EO,Special Ed,4,0.8944,180.0,19.0,,,SED,MLK,
76728,2012-02-24,F,African American,EO,Not Special Ed,4,0.8111,180.0,34.0,,,SED,MLK,
76757,2016-06-23,F,African American,EO,Not Special Ed,0,0.8333,180.0,30.0,,,SED,MLK,
76799,2012-03-26,F,African American,EO,Not Special Ed,4,0.9222,180.0,14.0,1.0,,SED,MLK,
76817,2012-12-21,M,African American,EO,Not Special Ed,3,0.7944,180.0,37.0,,,SED,MLK,
76870,2013-07-04,M,African American,EO,Not Special Ed,3,0.554,139.0,62.0,,,SED,MLK,
76881,2011-10-02,F,African American,EO,Not Special Ed,4,0.6111,180.0,70.0,,,SED,MLK,
76909,2010-12-23,M,African American,EO,Not Special Ed,5,0.9778,180.0,4.0,,,SED,MLK,
76910,2016-09-09,M,African American,EO,Not Special Ed,-1,0.3944,180.0,109.0,,,SED,MLK,
77044,2012-09-05,M,African American,EO,Special Ed,3,0.347,170.0,111.0,,,SED,MLK,
77366,2015-10-15,F,Not Reported,EO,Not Special Ed,0,0.7611,180.0,43.0,,,SED,MLK,
77803,2011-06-30,M,Latino,EO,Special Ed,5,0.4944,180.0,91.0,,,SED,MLK,
77881,2012-07-12,M,Asian,EL,Special Ed,4,0.9611,180.0,7.0,,,SED,MLK,
78302,2011-04-08,M,African American,EO,Special Ed,4,0.9278,180.0,13.0,,,SED,MLK,
78328,2016-04-15,M,Asian,EL,Special Ed,0,0.9778,180.0,4.0,,,SED,MLK,
78498,2011-06-21,M,African American,EO,Not Special Ed,5,0.9,180.0,18.0,,,SED,MLK,
78585,2014-06-06,M,African American,EO,Not Special Ed,2,0.8889,180.0,20.0,,,SED,MLK,
203,2016-04-16,F,White,EO,Not Special Ed,0,0.8284,134.0,23.0,,,SED,Prescott,
1767,2012-02-13,F,African American,EO,Not Special Ed,4,0.8983,177.0,18.0,,,SED,Prescott,
2268,2014-08-15,M,Asian,EL,Not Special Ed,2,0.9559,136.0,6.0,,,SED,Prescott,
2591,2013-11-06,M,Not Reported,EO,Not Special Ed,2,0.9048,42.0,4.0,,,Not SED,Prescott,
2640,2015-03-13,M,Latino,EO,Not Special Ed,1,0.9091,44.0,4.0,,,Not SED,Prescott,
2652,2016-10-06,M,African American,EO,Not Special Ed,-1,0.9048,42.0,4.0,,,SED,Prescott,
5090,2015-02-24,M,Latino,EL,Not Special Ed,1,0.9667,180.0,6.0,,,SED,Prescott,
5631,2017-02-21,F,African American,EO,Not Special Ed,-1,0.7457,173.0,44.0,,,Not SED,Prescott,
6962,2013-01-24,M,African American,EO,Not Special Ed,3,0.9667,180.0,6.0,,,Not SED,Prescott,
7343,2014-05-20,F,Latino,EL,Not Special Ed,2,0.9611,180.0,7.0,,,SED,Prescott,
9062,2011-08-18,M,African American,EO,Not Special Ed,5,0.8444,180.0,28.0,,,SED,Prescott,
9217,2016-12-04,F,African American,EO,Not Special Ed,-1,0.4857,35.0,18.0,,,Not SED,Prescott,
9323,2014-08-19,F,Latino,EO,Not Special Ed,2,0.9556,180.0,8.0,,,Not SED,Prescott,
9337,2015-03-10,M,African American,EO,Not Special Ed,1,0.9714,175.0,5.0,,,SED,Prescott,
10347,2017-02-16,F,Latino,EL,Not Special Ed,-1,0.8611,180.0,25.0,,,SED,Prescott,
10641,2011-08-05,M,African American,EO,Special Ed,5,0.9286,42.0,3.0,,,Not SED,Prescott,
11120,2013-09-23,F,African American,EO,Not Special Ed,2,0.7333,45.0,12.0,,,SED,Prescott,
15258,2016-02-13,F,African American,EO,Not Special Ed,0,0.9889,180.0,2.0,,,SED,Prescott,
16770,2016-12-13,F,Not Reported,EO,Not Special Ed,-1,0.1667,156.0,130.0,,,SED,Prescott,
16888,2012-10-01,F,African American,EO,Not Special Ed,3,0.8556,180.0,26.0,,,SED,Prescott,
17085,2017-01-19,F,African American,EO,Not Special Ed,-1,0.9111,180.0,16.0,,,SED,Prescott,
17197,2012-12-02,M,African American,EO,Special Ed,2,0.95,180.0,9.0,,,SED,Prescott,
17444,2014-06-19,M,Latino,EO,Not Special Ed,2,0.7765,170.0,38.0,,,SED,Prescott,
21169,2013-08-24,F,African American,EO,Not Special Ed,3,0.8883,179.0,20.0,,,SED,Prescott,
22032,2010-11-06,F,African American,EO,Not Special Ed,5,0.8111,180.0,34.0,,,SED,Prescott,
22161,2014-07-08,M,African American,EO,Not Special Ed,2,0.5556,180.0,80.0,,,SED,Prescott,
25070,2013-12-02,M,African American,EO,Not Special Ed,2,0.6889,180.0,56.0,,,SED,Prescott,
25801,2012-10-17,M,African American,EO,Not Special Ed,3,0.9444,180.0,10.0,,,Not SED,Prescott,
26041,2015-11-20,M,African American,EO,Not Special Ed,0,0.8167,180.0,33.0,,,SED,Prescott,
26375,2016-11-21,F,Latino,TBD,Not Special Ed,-1,0.8788,33.0,4.0,,,Not SED,Prescott,
26376,2016-12-21,F,Latino,TBD,Not Special Ed,-1,0.8788,33.0,4.0,,,Not SED,Prescott,
27528,2013-03-31,F,African American,EO,Not Special Ed,3,0.9556,180.0,8.0,,,SED,Prescott,
27998,2015-02-23,F,Latino,EL,Not Special Ed,1,0.9722,180.0,5.0,,,SED,Prescott,
29199,2016-11-13,F,African American,EO,Not Special Ed,-1,0.8167,180.0,33.0,,,SED,Prescott,
29447,2014-10-18,F,African American,EO,Not Special Ed,1,0.6611,180.0,61.0,,,SED,Prescott,
29467,2013-10-28,F,African American,EO,Not Special Ed,2,0.9778,180.0,4.0,,,SED,Prescott,
29567,2014-08-19,M,African American,EO,Special Ed,2,0.1111,126.0,112.0,,,SED,Prescott,
31434,2010-09-29,F,African American,EO,Not Special Ed,5,0.6278,180.0,67.0,,,SED,Prescott,
31506,2017-01-07,M,African American,EO,Not Special Ed,-1,0.9167,180.0,15.0,,,SED,Prescott,
31810,2017-02-25,M,Not Reported,Unknown,Not Special Ed,-1,0.0833,12.0,11.0,,,SED,Prescott,
32012,2016-01-20,F,African American,EO,Not Special Ed,0,0.8389,180.0,29.0,,,SED,Prescott,
32013,2013-12-21,F,African American,EO,Not Special Ed,2,0.8889,180.0,20.0,,,SED,Prescott,
32014,2010-12-01,F,African American,EO,Special Ed,5,0.8778,180.0,22.0,,,SED,Prescott,
32237,2016-12-12,F,Latino,EL,Not Special Ed,-1,0.75,20.0,5.0,,,Not SED,Prescott,
32330,2010-01-30,M,African American,EO,Not Special Ed,5,0.9611,180.0,7.0,,,Not SED,Prescott,
32682,2013-11-12,F,African American,EO,Not Special Ed,2,0.9278,180.0,13.0,,,SED,Prescott,
33408,2013-10-20,F,Latino,EL,Not Special Ed,2,0.8611,180.0,25.0,,,SED,Prescott,
34118,2013-08-09,F,African American,EO,Not Special Ed,3,0.7556,180.0,44.0,,,SED,Prescott,
34152,2016-05-07,M,Not Reported,EL,Not Special Ed,0,0.8222,180.0,32.0,,,SED,Prescott,
35249,2010-10-02,M,African American,EO,Not Special Ed,5,0.9111,180.0,16.0,,,SED,Prescott,
35304,2013-12-29,F,African American,EO,Not Special Ed,2,0.9889,180.0,2.0,,,SED,Prescott,
35377,2012-06-13,M,African American,EO,Special Ed,4,0.9056,180.0,17.0,,,SED,Prescott,
35525,2013-06-27,M,African American,EO,Not Special Ed,3,0.9444,180.0,10.0,,,SED,Prescott,
35535,2013-06-27,M,African American,EO,Not Special Ed,3,0.9444,180.0,10.0,,,SED,Prescott,
35785,2015-03-04,F,African American,EO,Not Special Ed,1,0.9,180.0,18.0,,,SED,Prescott,
36178,2012-03-09,F,Latino,IFEP,Not Special Ed,3,0.95,180.0,9.0,,,SED,Prescott,
36179,2016-01-01,M,Latino,EL,Special Ed,0,0.9278,180.0,13.0,,,SED,Prescott,
36180,2014-01-10,F,Latino,EL,Not Special Ed,2,0.95,180.0,9.0,,,SED,Prescott,
37383,2013-03-30,F,Latino,EO,Not Special Ed,3,0.8333,180.0,30.0,,,SED,Prescott,
38118,2011-10-14,M,African American,EO,Not Special Ed,4,0.8389,180.0,29.0,,,SED,Prescott,
38254,2015-02-01,M,Multiple Ethnicity,EO,Not Special Ed,1,0.9833,180.0,3.0,,,Not SED,Prescott,
38255,2012-05-23,F,Multiple Ethnicity,EO,Not Special Ed,4,0.9889,180.0,2.0,,,Not SED,Prescott,
38455,2016-06-10,F,African American,EO,Not Special Ed,0,0.9222,180.0,14.0,,,SED,Prescott,
38471,2011-03-31,M,Latino,RFEP,Not Special Ed,5,0.9111,180.0,16.0,,,SED,Prescott,
39141,2016-07-28,F,Latino,EO,Not Special Ed,0,0.8371,178.0,29.0,,,Not SED,Prescott,
40711,2013-10-07,M,Latino,EL,Not Special Ed,2,0.9389,180.0,11.0,,,SED,Prescott,
41522,2013-02-05,M,African American,EO,Not Special Ed,2,0.8333,180.0,30.0,,,SED,Prescott,
43226,2013-10-29,F,Latino,EL,Not Special Ed,2,0.9389,180.0,11.0,,,SED,Prescott,
43443,2012-09-30,F,Latino,EL,Not Special Ed,3,0.9944,180.0,1.0,,,SED,Prescott,
44842,2016-03-11,M,Multiple Ethnicity,EO,Not Special Ed,0,0.9497,179.0,9.0,,,SED,Prescott,
45425,2015-05-24,F,Latino,EL,Not Special Ed,1,0.9266,177.0,13.0,,,SED,Prescott,
46619,2015-07-02,M,Latino,EO,Not Special Ed,0,0.4944,180.0,91.0,,,SED,Prescott,
48066,2016-12-21,M,African American,EO,Not Special Ed,-1,0.9611,180.0,7.0,,,SED,Prescott,
48680,2011-05-28,F,Not Reported,EO,Not Special Ed,5,0.7179,156.0,44.0,,,SED,Prescott,
49603,2010-12-01,F,Latino,EL,Not Special Ed,4,0.7389,180.0,47.0,,,Not SED,Prescott,
49848,2012-09-07,F,African American,EO,Special Ed,3,0.9167,180.0,15.0,,,SED,Prescott,
50181,2013-12-27,M,Asian,EO,Not Special Ed,2,0.7667,180.0,42.0,,,SED,Prescott,
50182,2016-07-12,M,White,EO,Not Special Ed,0,0.7611,180.0,43.0,,,SED,Prescott,
50626,2016-08-30,F,Not Reported,EL,Not Special Ed,0,0.9174,109.0,9.0,,,SED,Prescott,
